127.0.0.1 - - [20/Nov/2024:09:24:46 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 6932
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:57:30 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:10 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7254
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:10 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7254
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7254
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:10:59:11 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:01:28 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7231
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:01:28 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:01:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7576
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7576
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7576
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:15:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7857
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7857
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 7857
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:17:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:27 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:27 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:19:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:04 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:21:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:23:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:57 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8431
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:57 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:25:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:15 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:15 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8679
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:28:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:29:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8675
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8675
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8675
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8675
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:30:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:56 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:57 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:31:58 +0900] "GET /StudyJavascript/js12_1114_final/search_address.html HTTP/1.1" 200 149
